driver_id;car_id;first_name;last_name;experience;score;date_of_birthday;adress;document_number
6272;8855;Paul;Sanchez;27;3.93;1966-10-15;Taj Mahal, Agra, India 282001;246584
8786;6960;Karen;Baker;46;3.51;2002-10-26;Sydney Opera House, Sydney, Australia 2000;284102
5950;192;David;Sanchez;1;3.33;1974-01-28;123 Main Street, New York, NY 10001;17487
901;9220;Ryan;Lopez;23;4.86;1970-06-20;444 Lake View, Denver, CO 80201;366651
9094;4004;Anna;Moore;6;3.87;1994-02-21;Forbidden City 4, Beijing, China 100006;391020
7940;6587;Brandon;Thompson;1;3.37;1986-01-08;444 Lake View, Denver, CO 80201;61639
4376;4013;Samuel;Ramirez;10;4.06;1996-03-27;Forbidden City 4, Beijing, China 100006;260925
1509;4306;Dennis;Flores;17;4.22;2005-11-22;987 Cedar Lane, Philadelphia, PA 19101;652977
8100;9746;Ashley;King;23;3.54;1991-12-12;Sydney Opera House, Sydney, Australia 2000;56631
9149;9518;Kevin;Lee;35;3.6;1991-04-01;123 Main Street, New York, NY 10001;173980
5382;6614;Michelle;Wilson;14;4.47;2002-04-23;Marina Bay Sands 10, Singapore 018956;616988
3294;1917;Anthony;Gonzalez;42;4.57;1967-07-20;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;242248
3688;9770;Janet;Wright;27;4.64;1992-06-03;Sagrada Família 401, Barcelona, Spain 08013;462550
8725;2739;Jonathan;Nelson;45;4.22;1994-11-17;666 Ocean Avenue, Miami, FL 33101;698210
6088;6997;Kevin;King;40;4.55;1965-12-18;Burj Khalifa 1, Dubai, UAE;876113
1347;5067;John;Anderson;26;4.31;1967-04-11;Gyeongbokgung Palace 161, Seoul, South Korea 03045;126840
6405;9930;Jason;Thomas;29;3.12;1986-05-05;Red Square 1, Moscow, Russia 109012;325946
729;5425;George;Nelson;3;4.48;1983-04-22;Piazza San Marco 1, Venice, Italy 30124;997304
8972;971;Linda;Smith;27;4.29;1990-03-06;333 River Road, Seattle, WA 98101;908557
6957;6421;Anthony;Sanchez;8;4.95;2007-01-04;Gyeongbokgung Palace 161, Seoul, South Korea 03045;988795
3190;8;Jacob;Miller;46;4.84;1986-05-08;Table Mountain Rd, Cape Town, South Africa 8001;136703
4094;5720;Betty;Torres;33;4.43;1970-11-25;Forbidden City 4, Beijing, China 100006;118298
6305;1594;Rebecca;Johnson;25;4.94;2000-12-12;Taj Mahal, Agra, India 282001;145063
4982;4;Sandra;Thompson;11;3.13;1971-04-08;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;886779
1039;5607;Karen;Taylor;44;3.2;1993-02-24;CN Tower 301, Toronto, Canada M5V 2T6;285080
7832;4027;Carolyn;Thomas;9;3.15;1998-03-06;123 Main Street, New York, NY 10001;872397
6175;1639;Nicholas;Thomas;48;4.18;1983-04-13;Gyeongbokgung Palace 161, Seoul, South Korea 03045;509753
418;3527;William;Johnson;18;4.77;1960-12-10;Burj Khalifa 1, Dubai, UAE;271607
1285;7271;William;Perez;47;4.05;1966-11-17;456 Oak Avenue, Los Angeles, CA 90001;596867
9779;2248;Emily;Hernandez;24;3.19;2000-08-10;864 Palm Drive, San Jose, CA 95101;668850
5049;6410;Justin;Miller;7;4.89;1963-11-23;Table Mountain Rd, Cape Town, South Africa 8001;824277
8850;1183;Steven;Jackson;7;3.26;1992-08-01;159 Birch Street, San Antonio, TX 78201;441947
5208;9519;John;Campbell;17;4.02;1974-04-02;789 Pine Road, Chicago, IL 60601;863750
4606;3169;Virginia;Williams;50;3.23;1971-07-12;753 Willow Avenue, San Diego, CA 92101;927478
2475;7096;Anna;Rivera;48;4.05;1970-11-18;Red Square 1, Moscow, Russia 109012;41700
436;3635;Sandra;Anderson;9;3.01;1971-08-23;Burj Khalifa 1, Dubai, UAE;601077
9661;2826;Michael;Smith;16;3.7;1994-08-14;Burj Khalifa 1, Dubai, UAE;283269
7754;6531;David;Green;12;4.73;1983-12-25;987 Cedar Lane, Philadelphia, PA 19101;667263
5637;4918;Jennifer;Jones;42;4.57;1992-01-25;789 Pine Road, Chicago, IL 60601;483873
5506;8670;Rachel;Torres;27;4.17;1969-10-21;321 Elm Boulevard, Houston, TX 77001;335569
9874;8199;Justin;Thomas;5;3.3;1962-10-01;CN Tower 301, Toronto, Canada M5V 2T6;629390
3699;9223;Susan;Johnson;26;3.93;1998-07-08;Marina Bay Sands 10, Singapore 018956;23961
5084;3782;Jessica;Walker;34;4.25;1979-09-13;246 Spruce Road, Dallas, TX 75201;37767
6255;4431;Angela;King;27;4.52;1976-08-15;Champs-Élysées 75, Paris, France 75008;367795
5786;5968;Mary;Jones;10;3.6;1984-12-29;666 Ocean Avenue, Miami, FL 33101;626786
7073;1298;Cynthia;Miller;8;4.6;2007-09-01;753 Willow Avenue, San Diego, CA 92101;415599
8037;6881;Steven;Lewis;32;3.72;2001-12-06;Champs-Élysées 75, Paris, France 75008;101318
3497;9610;Anthony;Torres;33;3.94;1962-06-19;321 Elm Boulevard, Houston, TX 77001;471807
4359;6489;Donald;Johnson;23;3.53;1971-10-04;456 Oak Avenue, Los Angeles, CA 90001;447761
3949;3303;James;Perez;22;3.86;1971-03-30;Taj Mahal, Agra, India 282001;575657
2215;9710;Benjamin;Campbell;40;3.15;2003-05-23;Forbidden City 4, Beijing, China 100006;946729
3957;3571;Lisa;Hall;28;3.71;1987-11-06;CN Tower 301, Toronto, Canada M5V 2T6;729114
2660;7046;Mary;Hall;21;4.19;2004-12-26;666 Ocean Avenue, Miami, FL 33101;822039
309;1976;Jeffrey;Allen;36;4.29;2005-11-04;753 Willow Avenue, San Diego, CA 92101;920085
123;5889;Justin;Moore;27;4.71;1974-05-09;123 Main Street, New York, NY 10001;273055
7782;6367;Jason;Martin;21;3.86;1968-11-23;222 Park Avenue, Boston, MA 02101;302882
4081;5370;Carolyn;Martinez;3;3.36;1968-09-27;Burj Khalifa 1, Dubai, UAE;878508
5801;6939;Daniel;Smith;16;3.67;1974-06-03;123 Main Street, New York, NY 10001;436889
9742;2643;Patricia;Sanchez;7;4.36;1964-02-06;864 Palm Drive, San Jose, CA 95101;77202
129;922;Benjamin;Johnson;1;5.01;1970-03-12;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;29311
1442;3361;Debra;Nelson;12;4.55;1989-09-07;864 Palm Drive, San Jose, CA 95101;465671
7370;6579;Debra;Martin;30;3.49;2003-08-02;Shibuya Crossing 2, Tokyo, Japan 150-0043;163521
2908;5966;Paul;Taylor;3;3.25;1976-11-26;789 Pine Road, Chicago, IL 60601;154738
665;2486;Nicholas;Martinez;32;4.42;1972-03-01;789 Pine Road, Chicago, IL 60601;454257
4341;9720;Brian;Garcia;31;3.03;1980-05-15;555 Mountain Street, Washington, DC 20001;435548
1555;423;Benjamin;Moore;32;3.18;1997-07-27;789 Pine Road, Chicago, IL 60601;281681
2107;4894;Ryan;Hernandez;1;4.94;2000-04-05;321 Elm Boulevard, Houston, TX 77001;430690
6528;7772;Linda;Baker;2;3.98;1961-06-10;864 Palm Drive, San Jose, CA 95101;464109
1785;1757;Emma;Martin;18;4.37;2002-01-18;Forbidden City 4, Beijing, China 100006;443925
6562;8449;Justin;Moore;33;3.7;1979-08-06;Champs-Élysées 75, Paris, France 75008;785122
6236;6352;Kathleen;Johnson;14;3.81;1993-09-18;Sydney Opera House, Sydney, Australia 2000;929322
126;4935;Rebecca;Jackson;46;4.67;1999-09-10;Brandenburger Tor 1, Berlin, Germany 10117;115580
9003;5594;Rachel;Martinez;33;3.73;1990-04-09;159 Birch Street, San Antonio, TX 78201;877134
6607;3369;Nancy;Young;17;3.79;1992-09-27;753 Willow Avenue, San Diego, CA 92101;149875
3603;3789;Jacob;Perez;45;4.41;1994-11-20;222 Park Avenue, Boston, MA 02101;984523
9550;9256;Jessica;Ramirez;10;3.64;1977-03-16;159 Birch Street, San Antonio, TX 78201;703882
7837;6980;Jacob;Perez;35;3.49;1992-02-19;Taj Mahal, Agra, India 282001;752731
2395;8209;Robert;King;45;4.27;1985-01-22;864 Palm Drive, San Jose, CA 95101;693086
9506;3471;Christopher;Baker;18;3.6;2005-10-23;987 Cedar Lane, Philadelphia, PA 19101;558851
2167;1202;Amanda;Lewis;0;4.72;1997-12-26;Red Square 1, Moscow, Russia 109012;607449
2218;394;Alexander;Mitchell;9;3.19;1961-01-31;Table Mountain Rd, Cape Town, South Africa 8001;53917
9341;8;Jason;Davis;4;4.38;1978-04-14;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;645299
3355;2738;Pamela;Thompson;35;4.95;1964-06-29;456 Oak Avenue, Los Angeles, CA 90001;924684
6517;9260;Charles;Jones;40;3.57;1984-12-16;Sydney Opera House, Sydney, Australia 2000;248225
1516;9750;Sandra;Adams;4;3.42;1994-05-12;666 Ocean Avenue, Miami, FL 33101;12263
2025;3838;Dennis;Garcia;20;3.33;2006-09-02;CN Tower 301, Toronto, Canada M5V 2T6;113972
7554;5338;Timothy;Martinez;23;3.75;1987-03-14;Table Mountain Rd, Cape Town, South Africa 8001;871058
360;8376;Andrew;Sanchez;33;4.16;2002-08-12;Sagrada Família 401, Barcelona, Spain 08013;663604
4293;6791;Paul;Rodriguez;1;4.37;1976-04-27;Piazza San Marco 1, Venice, Italy 30124;895376
1617;8607;Anthony;Martinez;3;4.92;1963-05-12;159 Birch Street, San Antonio, TX 78201;357163
5246;7380;Samantha;Adams;37;3.88;2001-01-28;456 Oak Avenue, Los Angeles, CA 90001;767584
2783;1480;Ashley;Flores;9;4.25;1989-12-06;Shibuya Crossing 2, Tokyo, Japan 150-0043;481702
4283;7461;Brenda;Adams;19;4.21;1961-10-07;333 River Road, Seattle, WA 98101;468648
8104;8914;Janet;Lopez;22;4.83;1972-08-12;555 Mountain Street, Washington, DC 20001;727240
9159;8262;Scott;King;38;3.55;1965-10-03;987 Cedar Lane, Philadelphia, PA 19101;454908
5871;4896;Donald;Baker;1;3.86;1968-06-12;222 Park Avenue, Boston, MA 02101;499394
3837;83;Christopher;Rivera;20;4.61;1974-06-08;123 Main Street, New York, NY 10001;201324
7510;2081;Thomas;Roberts;21;3.07;1968-12-24;Red Square 1, Moscow, Russia 109012;203782
5466;3847;Edward;Gonzalez;45;3.23;1993-06-23;Brandenburger Tor 1, Berlin, Germany 10117;495465
1572;3042;Emily;Jackson;43;4.79;1989-08-24;654 Maple Drive, Phoenix, AZ 85001;403431
2428;7027;Ryan;Smith;0;3.05;1995-07-22;Sydney Opera House, Sydney, Australia 2000;808144
8884;6892;Catherine;Garcia;2;3.91;1997-10-20;123 Main Street, New York, NY 10001;47185
6972;7802;Katherine;Anderson;22;4.91;1964-03-09;Gyeongbokgung Palace 161, Seoul, South Korea 03045;948145
8587;7769;Patricia;Nguyen;24;4.26;1986-03-28;Shibuya Crossing 2, Tokyo, Japan 150-0043;2084
2907;445;Rachel;Johnson;20;4.8;2002-01-05;Shibuya Crossing 2, Tokyo, Japan 150-0043;151271
6524;7246;Virginia;Jackson;37;3.6;1986-11-29;Gyeongbokgung Palace 161, Seoul, South Korea 03045;629386
441;4945;Helen;Lee;2;3.36;1963-07-16;Sagrada Família 401, Barcelona, Spain 08013;774457
4188;9476;Helen;Garcia;10;3.0;1996-09-18;Shibuya Crossing 2, Tokyo, Japan 150-0043;17615
3094;6482;Steven;Robinson;8;3.8;1982-06-01;Gyeongbokgung Palace 161, Seoul, South Korea 03045;405660
8727;7103;Lisa;Garcia;40;4.72;2006-09-10;333 River Road, Seattle, WA 98101;664004
7472;6849;Sarah;Brown;3;4.72;1996-07-23;Piazza San Marco 1, Venice, Italy 30124;163991
1463;3436;Eric;Anderson;45;4.54;1983-03-23;456 Oak Avenue, Los Angeles, CA 90001;550602
4168;6542;Ruth;Nelson;17;3.89;2005-01-10;Table Mountain Rd, Cape Town, South Africa 8001;192655
8006;4993;Justin;Johnson;49;3.04;1982-07-02;456 Oak Avenue, Los Angeles, CA 90001;844105
1723;2611;Patricia;Sanchez;40;3.19;1993-11-09;789 Pine Road, Chicago, IL 60601;999086
8254;4849;Eric;Jones;10;3.85;1974-12-22;789 Pine Road, Chicago, IL 60601;255202
7247;2045;Sharon;Johnson;29;4.73;1976-08-01;444 Lake View, Denver, CO 80201;658180
1264;3579;Jessica;Taylor;9;4.55;1972-12-15;Shibuya Crossing 2, Tokyo, Japan 150-0043;942193
4689;3506;Alexander;Torres;28;3.71;1997-03-26;555 Mountain Street, Washington, DC 20001;328404
9476;81;Ashley;Lee;31;4.61;1987-04-17;123 Main Street, New York, NY 10001;227763
9744;2642;Michelle;Jackson;23;4.55;1980-08-08;987 Cedar Lane, Philadelphia, PA 19101;699451
136;3137;Anthony;Harris;21;3.0;2004-07-06;Sydney Opera House, Sydney, Australia 2000;650664
9239;6853;Elizabeth;Smith;11;3.74;1967-01-03;Sydney Opera House, Sydney, Australia 2000;305991
7862;6071;Larry;Wright;7;4.92;1962-02-22;555 Mountain Street, Washington, DC 20001;44078
6923;3754;Karen;Thomas;43;4.58;1994-07-08;Sydney Opera House, Sydney, Australia 2000;262589
7516;9267;Timothy;Garcia;20;4.62;1970-08-17;987 Cedar Lane, Philadelphia, PA 19101;799806
2161;4645;Margaret;Walker;22;4.24;2002-07-14;Gyeongbokgung Palace 161, Seoul, South Korea 03045;137977
8156;8481;Nicole;Gonzalez;18;4.27;1978-02-05;Marina Bay Sands 10, Singapore 018956;409427
2887;5088;Brenda;Lee;8;4.17;1967-02-08;654 Maple Drive, Phoenix, AZ 85001;161647
1388;7229;Edward;Hall;47;3.76;1993-12-03;Piazza San Marco 1, Venice, Italy 30124;581692
6362;7655;George;Walker;27;4.24;1999-07-05;Shibuya Crossing 2, Tokyo, Japan 150-0043;647346
975;5176;Richard;Hernandez;15;3.48;1985-09-06;753 Willow Avenue, San Diego, CA 92101;60337
805;1173;Rachel;Walker;18;3.17;1977-06-16;Champs-Élysées 75, Paris, France 75008;295075
9124;7479;Janet;Flores;45;3.35;1977-05-15;321 Elm Boulevard, Houston, TX 77001;914257
8166;9080;Paul;Ramirez;34;3.57;1961-05-10;Red Square 1, Moscow, Russia 109012;59342
1656;1764;Pamela;Clark;17;3.68;1981-03-27;456 Oak Avenue, Los Angeles, CA 90001;913927
1267;8130;Brenda;Rodriguez;15;4.08;1967-06-04;753 Willow Avenue, San Diego, CA 92101;227190
6635;4883;David;Miller;4;3.77;1980-09-16;Shibuya Crossing 2, Tokyo, Japan 150-0043;654147
7216;56;Stephanie;Lewis;48;4.16;1965-02-24;Sydney Opera House, Sydney, Australia 2000;970508
4743;2836;Linda;Taylor;49;4.67;1972-01-07;123 Main Street, New York, NY 10001;602968
9945;5517;Thomas;Thompson;16;3.09;2000-02-22;444 Lake View, Denver, CO 80201;965804
3014;5963;Larry;Nguyen;43;4.86;1992-11-19;333 River Road, Seattle, WA 98101;884603
1128;8680;George;Gonzalez;19;4.0;1962-08-02;321 Elm Boulevard, Houston, TX 77001;132452
9028;8251;Larry;Davis;29;3.39;1973-01-08;654 Maple Drive, Phoenix, AZ 85001;831712
1782;3672;Kevin;Clark;13;4.7;1983-10-25;CN Tower 301, Toronto, Canada M5V 2T6;172487
6147;2255;Angela;Baker;41;4.99;1992-02-04;Sagrada Família 401, Barcelona, Spain 08013;447940
9327;8197;Rachel;Sanchez;27;4.09;1998-09-16;222 Park Avenue, Boston, MA 02101;430306
1281;5956;Melissa;Williams;41;3.29;1998-10-15;321 Elm Boulevard, Houston, TX 77001;622838
1423;438;Amanda;Scott;41;3.01;1998-09-06;Burj Khalifa 1, Dubai, UAE;450763
9253;7717;William;Nelson;31;4.5;1981-02-16;Shibuya Crossing 2, Tokyo, Japan 150-0043;696670
9606;7727;Brenda;Ramirez;31;3.55;1979-08-03;Sydney Opera House, Sydney, Australia 2000;8735
2972;6252;Nicholas;Lopez;42;4.36;1964-12-04;Champs-Élysées 75, Paris, France 75008;134674
5085;687;Margaret;King;27;3.09;1966-10-16;864 Palm Drive, San Jose, CA 95101;821319
7039;5613;Donna;Wright;29;3.29;1962-08-23;Gyeongbokgung Palace 161, Seoul, South Korea 03045;883276
9396;3099;Jeffrey;Rivera;28;3.94;1989-05-05;CN Tower 301, Toronto, Canada M5V 2T6;800540
8071;6067;Brian;Hernandez;8;3.09;1973-04-26;Piazza San Marco 1, Venice, Italy 30124;258054
7923;1370;Jerry;Martin;13;3.4;2007-01-04;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;284540
8442;6751;Ryan;Campbell;36;4.08;1999-08-05;123 Main Street, New York, NY 10001;348785
9933;7796;Carol;Wright;16;4.63;2007-07-16;123 Main Street, New York, NY 10001;825501
957;2579;Christopher;Garcia;50;3.95;1979-03-04;Forbidden City 4, Beijing, China 100006;119940
6447;9907;David;Robinson;21;4.43;1995-04-18;Burj Khalifa 1, Dubai, UAE;220021
6260;8764;Nicholas;Hill;5;3.91;1996-01-06;987 Cedar Lane, Philadelphia, PA 19101;339396
7780;7012;Patrick;Smith;18;4.09;2002-07-30;Burj Khalifa 1, Dubai, UAE;512976
675;3880;David;Anderson;5;3.71;1963-04-29;Table Mountain Rd, Cape Town, South Africa 8001;193489
3219;5493;Nancy;Clark;26;3.25;2003-05-20;CN Tower 301, Toronto, Canada M5V 2T6;402781
7914;3630;Frank;Davis;15;3.92;2000-01-12;222 Park Avenue, Boston, MA 02101;257524
3202;4601;Christopher;Wilson;27;4.67;1992-05-20;555 Mountain Street, Washington, DC 20001;386764
2483;1901;Janet;Adams;9;4.28;1979-11-06;Champs-Élysées 75, Paris, France 75008;459797
7257;7928;Brandon;Wright;34;3.97;2003-02-08;Taj Mahal, Agra, India 282001;575891
7699;3514;Andrew;Garcia;41;3.31;1973-04-19;222 Park Avenue, Boston, MA 02101;593174
9589;3740;Angela;Green;23;4.61;1993-07-03;123 Main Street, New York, NY 10001;626418
1832;8772;Steven;Lewis;28;4.29;1981-08-17;789 Pine Road, Chicago, IL 60601;247019
3481;9101;Karen;Hill;26;4.2;2001-04-13;555 Mountain Street, Washington, DC 20001;886952
9040;3830;Charles;Smith;32;3.07;1991-04-02;Sydney Opera House, Sydney, Australia 2000;154365
2805;8883;Kenneth;Taylor;35;3.27;2002-12-10;Champs-Élysées 75, Paris, France 75008;387402
9818;6515;Angela;Young;21;4.72;2000-11-24;Brandenburger Tor 1, Berlin, Germany 10117;966496
8199;4135;Gary;Martinez;14;3.82;1987-08-30;666 Ocean Avenue, Miami, FL 33101;521733
7398;1745;Michael;Gonzalez;39;4.97;1992-12-07;246 Spruce Road, Dallas, TX 75201;505432
7356;4637;Angela;Sanchez;11;4.54;1974-04-04;Piazza San Marco 1, Venice, Italy 30124;830704
7652;5880;Michelle;Adams;1;4.18;1977-12-07;159 Birch Street, San Antonio, TX 78201;80207
8690;2748;James;Perez;47;4.0;1967-08-30;Brandenburger Tor 1, Berlin, Germany 10117;359553
6988;7074;Donald;Campbell;44;4.34;1988-01-07;321 Elm Boulevard, Houston, TX 77001;167821
4936;8967;Kenneth;Roberts;31;3.85;1973-07-20;CN Tower 301, Toronto, Canada M5V 2T6;424467
8466;7502;Nancy;Anderson;25;4.72;1970-09-16;Red Square 1, Moscow, Russia 109012;539987
3854;162;Kevin;Moore;42;4.85;1981-07-07;123 Main Street, New York, NY 10001;71998
3137;6109;Jason;Perez;41;3.73;1995-11-07;Gyeongbokgung Palace 161, Seoul, South Korea 03045;187624
3805;6031;Jason;Wright;15;3.61;1980-05-01;Gyeongbokgung Palace 161, Seoul, South Korea 03045;612643
959;9776;Katherine;Ramirez;37;4.88;1992-05-01;123 Main Street, New York, NY 10001;891309
5889;4289;Justin;Martin;17;4.96;1997-06-30;333 River Road, Seattle, WA 98101;748396
1449;570;Nicholas;Davis;21;3.65;2004-04-14;Marina Bay Sands 10, Singapore 018956;841303
1221;8745;Angela;Garcia;8;4.81;1961-01-07;333 River Road, Seattle, WA 98101;398887
328;3903;Barbara;Rivera;41;3.27;1985-10-10;Piazza San Marco 1, Venice, Italy 30124;987
9151;2086;Debra;Moore;29;4.81;1975-09-29;987 Cedar Lane, Philadelphia, PA 19101;902185
1817;6423;Kenneth;Baker;10;4.36;1988-07-30;159 Birch Street, San Antonio, TX 78201;537799
5340;9548;Nicholas;Flores;19;3.19;1972-10-20;456 Oak Avenue, Los Angeles, CA 90001;358090
8321;6935;Emily;Miller;18;4.31;2003-02-11;Sagrada Família 401, Barcelona, Spain 08013;342989
2267;2576;Brenda;Hall;30;3.91;1996-10-23;789 Pine Road, Chicago, IL 60601;668896
7809;4622;Raymond;Perez;42;4.15;1983-07-04;Champs-Élysées 75, Paris, France 75008;964153
1264;9705;Betty;Harris;35;4.77;2004-08-20;555 Mountain Street, Washington, DC 20001;160877
8594;2606;Kevin;Miller;2;4.58;1968-08-10;CN Tower 301, Toronto, Canada M5V 2T6;788102
5783;2767;Katherine;Torres;15;3.33;1968-11-06;987 Cedar Lane, Philadelphia, PA 19101;458190
8285;3793;William;Moore;28;3.22;1977-03-27;Red Square 1, Moscow, Russia 109012;432039
2083;5803;Patricia;White;49;4.57;2006-05-29;222 Park Avenue, Boston, MA 02101;146324
2158;144;Elizabeth;Davis;1;4.87;2004-09-14;123 Main Street, New York, NY 10001;454521
8032;4420;Timothy;Perez;31;3.93;1975-12-09;789 Pine Road, Chicago, IL 60601;405709
777;7282;Christopher;Johnson;28;4.79;1972-09-02;864 Palm Drive, San Jose, CA 95101;316665
4612;4651;Amanda;Lopez;21;3.02;2001-08-31;Marina Bay Sands 10, Singapore 018956;657913
772;5845;Mary;Robinson;38;4.19;1990-10-28;Table Mountain Rd, Cape Town, South Africa 8001;420089
1445;801;Andrew;Sanchez;31;3.07;1993-06-27;CN Tower 301, Toronto, Canada M5V 2T6;435592
876;4936;Gregory;Jones;16;4.93;1997-03-30;444 Lake View, Denver, CO 80201;431059
3654;2676;Ryan;Taylor;30;4.74;1987-11-21;222 Park Avenue, Boston, MA 02101;270722
7803;340;Samantha;Carter;17;3.37;1980-07-28;Champs-Élysées 75, Paris, France 75008;602534
3463;4887;George;Moore;27;4.63;1970-12-23;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;954264
2444;3104;James;Clark;23;4.57;1997-05-07;Table Mountain Rd, Cape Town, South Africa 8001;694278
6647;8515;Cynthia;Carter;7;3.68;1995-05-06;654 Maple Drive, Phoenix, AZ 85001;138771
4485;8484;Steven;Jones;26;4.83;2001-10-05;222 Park Avenue, Boston, MA 02101;696787
3088;3461;Brenda;Jackson;8;3.12;1979-09-25;Forbidden City 4, Beijing, China 100006;933692
1931;160;Emily;Nguyen;1;3.65;1991-08-27;246 Spruce Road, Dallas, TX 75201;718300
4605;2974;Jerry;Clark;50;4.45;1975-09-30;Brandenburger Tor 1, Berlin, Germany 10117;919923
3215;6321;Jeffrey;Martinez;30;3.64;1970-11-16;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;273387
1039;913;Jack;Wright;47;3.46;2000-12-25;Gyeongbokgung Palace 161, Seoul, South Korea 03045;494418
9346;1042;Steven;Thomas;33;3.68;1970-08-15;654 Maple Drive, Phoenix, AZ 85001;123690
3640;874;Helen;Brown;14;4.26;2005-05-05;Red Square 1, Moscow, Russia 109012;90137
1895;1342;Justin;Walker;43;3.56;1971-03-16;654 Maple Drive, Phoenix, AZ 85001;75526
8991;4515;Patrick;Clark;41;3.43;1981-12-03;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;793707
7556;9101;Amanda;White;42;3.4;1976-04-20;654 Maple Drive, Phoenix, AZ 85001;873374
1259;381;Karen;Perez;46;4.32;2003-08-08;Marina Bay Sands 10, Singapore 018956;107124
3086;2109;Jonathan;Williams;25;3.35;2004-08-23;789 Pine Road, Chicago, IL 60601;19836
8012;1216;Michelle;Moore;20;4.5;1999-11-09;246 Spruce Road, Dallas, TX 75201;664627
8930;3199;George;Flores;38;3.95;2001-10-16;123 Main Street, New York, NY 10001;839393
2034;2591;James;Mitchell;5;3.91;1996-10-20;Table Mountain Rd, Cape Town, South Africa 8001;931047
7749;6714;Steven;Hill;39;3.67;1973-01-28;Taj Mahal, Agra, India 282001;116635
3765;4446;Katherine;Wilson;10;3.2;2001-07-31;246 Spruce Road, Dallas, TX 75201;83431
1109;1693;Emily;Wright;17;4.98;1996-06-18;666 Ocean Avenue, Miami, FL 33101;446958
5147;8676;Larry;Johnson;24;4.77;2003-06-04;Gyeongbokgung Palace 161, Seoul, South Korea 03045;272170
1068;5137;Andrew;Robinson;16;4.29;1964-11-22;333 River Road, Seattle, WA 98101;821245
397;411;Pamela;Hernandez;7;4.15;1995-04-20;Sagrada Família 401, Barcelona, Spain 08013;824680
6582;3943;Dennis;Ramirez;28;4.55;2001-02-08;456 Oak Avenue, Los Angeles, CA 90001;707680
169;1563;Amy;Hernandez;33;4.17;2006-02-21;753 Willow Avenue, San Diego, CA 92101;159058
1758;9490;Christopher;Wright;11;3.96;1968-09-04;CN Tower 301, Toronto, Canada M5V 2T6;135297
3268;6062;Charles;Hernandez;4;4.35;1986-01-13;456 Oak Avenue, Los Angeles, CA 90001;995100
4929;364;Katherine;Thompson;32;3.76;1973-04-19;Brandenburger Tor 1, Berlin, Germany 10117;488208
5594;8425;Ashley;Brown;25;3.81;1972-10-22;Sagrada Família 401, Barcelona, Spain 08013;928921
1125;9274;Jessica;Hall;1;4.64;1999-12-16;444 Lake View, Denver, CO 80201;224767
5507;1496;Alexander;Rivera;0;4.58;1985-10-16;666 Ocean Avenue, Miami, FL 33101;759921
1384;4523;Kathleen;Young;19;3.25;1995-03-30;864 Palm Drive, San Jose, CA 95101;156519
2978;3617;Catherine;Harris;11;4.86;1983-12-11;Shibuya Crossing 2, Tokyo, Japan 150-0043;985339
3721;9312;Mary;Lee;31;3.19;1961-06-26;Champs-Élysées 75, Paris, France 75008;288206
736;9624;Alexander;Martinez;41;4.85;1980-11-05;753 Willow Avenue, San Diego, CA 92101;391351
5481;5759;Steven;Hill;12;4.51;1964-05-01;Taj Mahal, Agra, India 282001;26348
4343;292;Sharon;Garcia;24;4.95;1973-05-16;Sydney Opera House, Sydney, Australia 2000;553625
3207;8313;Christine;Lee;39;3.1;1962-10-30;Sagrada Família 401, Barcelona, Spain 08013;339910
7803;8331;Dorothy;White;6;3.6;2000-12-29;Shibuya Crossing 2, Tokyo, Japan 150-0043;324323
1755;2618;Michael;Lopez;41;4.57;1967-03-14;Shibuya Crossing 2, Tokyo, Japan 150-0043;512140
9244;4450;Margaret;Torres;10;4.99;1993-11-03;Table Mountain Rd, Cape Town, South Africa 8001;795320
7309;8427;Pamela;Martinez;8;3.43;1979-05-12;Brandenburger Tor 1, Berlin, Germany 10117;892899
7280;422;James;Wilson;42;3.41;1993-07-24;444 Lake View, Denver, CO 80201;694609
3677;5810;Rebecca;Young;50;4.41;2006-08-20;456 Oak Avenue, Los Angeles, CA 90001;16255
9652;8138;Jonathan;Carter;42;3.84;2003-08-28;159 Birch Street, San Antonio, TX 78201;340986
1932;9837;Sarah;Nelson;4;3.01;1992-08-11;Sydney Opera House, Sydney, Australia 2000;575443
6172;963;Jessica;Perez;15;3.34;1982-07-04;Forbidden City 4, Beijing, China 100006;52672
1246;2596;Joshua;Allen;29;3.98;1966-01-23;Sagrada Família 401, Barcelona, Spain 08013;587702
6089;7035;Paul;Davis;37;3.77;1992-05-18;333 River Road, Seattle, WA 98101;563697
3216;9272;Debra;King;24;4.16;2003-03-21;Champs-Élysées 75, Paris, France 75008;933993
8848;9899;Jonathan;Williams;29;4.92;1974-04-18;Brandenburger Tor 1, Berlin, Germany 10117;553666
6649;7395;Kathleen;King;11;3.7;1961-11-13;CN Tower 301, Toronto, Canada M5V 2T6;303911
8142;850;Edward;Taylor;15;4.29;1988-11-07;Sagrada Família 401, Barcelona, Spain 08013;241927
